msg
"why is no one asking where is the us getting all these trillion dollar solutions from and how it will be handled in the future? 
i’m a proponent of modern monetary theory, but is it just bc we all know it’s coming from nowhere? 

$aapl $dis $msft $nflx #futurama"
"$aapl $tsla $msft $amd $nflx 
like trump says we will all be okay soon after however until then the market is going down 
dow: $14-$12k"
"$aapl $tsla $msft $amd $nflx 
it’s soo sad what’s happening 
😭😭😭😭😭😭😭😭"
$spy $aapl $qqq  billions to wealthy corporation s. lollipop for  average joe 😀😀😀🤔🤔
$aapl $nflx
$aapl $dis $msft $nflx because we all are monkeys that just left the forest.
$spy this is the play . sell the puts at this week lows 200 to 180 for profit  after un employment numbers and buy the lows june 2021 calls for v recovery because next week after bail outs and helicopters money is coming and v recovery after mid april  $goos $aapl
$aapl $amzn $tsla $nflx will make money on the midterm.
$spy hands up to the best album on earth rn  🤑🤑🤑 $amd $aapl $amzn $msft
$aapl new article : why i sold all my apple shares https://dashboard.stck.pro/news.php?ticker=aapl&amp;rowid=3980300 get all the latest $aapl related news here : https://dashboard.stck.pro/news.php?ticker=aapl
"$spy $dis $mu look at the bright side longs, with dow now 11,000 off its 2 month high( the 5% futures circuit breaker now happens befor dow can even fall a measly 1,000 points tonight.  😂😂😂😂😂😂 $aapl"
"@tommyspace @bc62283 i suspect you are right, but probably early.  fomo can only take hold now after fomo is forgotten.  all hope must still be lost for there to be hope again.  for instance $aapl probably needs to break $200 for a 40% plus drop from ath, maybe a little more is possible too.  things need to be appropriately scary.  in $ba tho, you may have a point.  that shit is crushed, but it’s $100, might see lower still, but it’s a pretty good bet it will be way over $100 in 24 months.  i picked up a few shares myself."
$aapl still waiting to find one person in the circle we know or anyone who knows someone who got the virus....
"$uber $lyft these two never disappoints me. if it wasn’t for analysts pumping it up and idiots fomoing about it the second day, i wouldn’t have lost a couple of thousands but all the loss have been made back with a net gain. this coming week is going to be interesting: still holding some puts from 23~20 strikes. will add lower strikes. whenever this pumps big 99% of time it will dump big. go look at the charts since ipo. this stock is likely held mostly by passengers who use uber a lot falsely thinking they represent the majority of people. i’d short/put the top as it cracks. much more downside to go. easy money y’all. good luck. $spy $tsla $aapl"
$aapl spies are everywhere. master of whispers
$aapl food for thought: the last time the dow was here apple was worth pretty much exactly half what it is now. 🤔
$aapl don&#39;t get married to individual stock. who knows what&#39;s cooking in there. mm trying to hold it up artificially. it may go down all the way to $100 by summer. the fact that wb invested in aapl does not mean it will go back up to $500. game has changed now. economy impact of cv is sever and is not going to be fixed anytime soon.
$spy dinner tonight $aapl
$aapl u.s. coronavirus lockdown to last 10-12  treasury secretary steven mnuchin said on sunday.  hell is coming.  the us will be in lockdown for almost a full quarter.
$spy $dis $mu $aapl you’re scum man
$aapl i posted on 3/16 that apple is going below -200 intraday. we should see that happen this week. my goal is to start dollar cost averaging around $175/share. this is one of the most resilient stocks out there. $175 is a decent entry point.
"what apple, microsoft, ge and other u.s. companies are saying about the coronavirus outbreak

$aapl $msft $ge

https://www.marketwatch.com/story/what-apple-walmart-and-other-us-companies-are-saying-about-the-coronavirus-2020-02-18?mod=newsviewer_click"
$aapl everyone is surrounded by a neighborhood of voluntary spies
"$aapl secretary of treasury steven mnuchin said today us lockdown to last for three months until june. hell is coming. no good, wall street is done. dow heading under 10k. glad i got out long ago. actually that is almost a full quarter  in lockdown."
$spy $aapl gross
"$spy $aapl $amzn 

huge stimulus package- thank you ppt"
$dis $aapl $rcl $ccl virus out of control puts making me $$$$$$$$$$!$$$$!!
"$spy remember, the most the $dia can fall tomorrow is 3,840.  just keep that as a reference.  may come in handy.  that is, if you want to get out of any positions before the market is shuttered for the day.  $aapl $nvda"
$aapl bears run it up  say everything you need to say
"$aapl still 1t valuation ? back to 150-170 (2017-2018 levels) soon i think, until they open these shops again.  who buy iphones right now ? too bad they don&#39;t make video games consoles like $msft or $sne , people want to keep their &quot;gremlins&quot; occupied (and hence quiet) during this quarantine..."
$aapl
"$aapl “any man who must say, &#39;i am the king,&#39; is no true king."
$aapl boycott apple cheap chinese shit make this company  viable.
$aapl war on china - tim cook murders grandmas
$uwt $pcg $aapl $goog
$aapl 3 months lockdown now ? what the fuck is this man ? i can’t even stay indoors for a week now it is 3months.
"$aapl $wmt $jnug $jdst 
$nugt volume to hit close to 100 million on monday
this is our golden $nugt 
strong buy alert !!"
$aapl caring and conscientious people cannot stand to see anyone suffering and the manipulator often finds it easy to play on sympathy to get cooperation.
"$btc.x  🟡🟡🟡🟡🟡🟡🟡🟡🟡🟡🟡🟡🟡🟡🟡🟡🟡🟡🟡🟡 
 
$msft $amd $aapl"
$aapl global supply chained is fucked.
$aapl down almost 7%  friday.  huge buying opp.  of course another black monday is possible but hoping for a gap up
$aapl imagine once we hit millions of coronavirus cases
"$spy $dis $aapl  $rcl  $mu
coronavirus 😷pandemic has overwhelmed our us hospitals 🏥"
"$spy $qqq $aapl trump taking his prowess in bankruptcy to the next level, now, the entire country"
"i should be getting a medal for the tremendous job i&#39;m doing.

$spy $dgaz $dia $aapl $tvix"
"$spy $qqq $aapl hopefully this can be a catalyst for the world at large to begin moving towards mostly plant-based diets. eating animals benefits almost no one it is purely harmful luxury. i’ve been vegetarian for 15 years and cycle 180 miles/week and fuk like a champ, no worries."
$aapl tomorrow monday apple and microsoft will fall from one trillion dollars valuation and remain there for many weeks or months.
$aapl was analyzed by 26. the buy percentage consensus is at 86. so analysts seem to be very confident about $aapl. https://www.chartmill.com/stock/quote/aapl/analyst-ratings?utm_source=stocktwits&amp;utm_medium=analyst&amp;utm_content=aapl&amp;utm_campaign=social_tracking
"$spy $qqq $dia $aapl wall street smart money is shorting the market.  they don&#39;t care how low it goes.  there will be spikes, but we are going to see s&amp;p 1700, minimum.  if that doesn&#39;t hold, omfg."
"$aapl some idiot here named rokie69 blocked me because i said a three month lockdown now,  it didn’t come from me. it is treasury secretary steven mnuchin who said it on sunday. there are people here who can’t face reality."
$aapl $dis $rcl $ccl lockdown until at least june ! that wasn’t priced in!  these stocks going down !! $$$$$ !!
"everyone is saying &quot;buy the dip.&quot; i say just grab em&#39; by the pussy.

$spy $dia $aapl $dgaz $dwt"
"$aapl $msft $tsla $amd $nflx 

i’m disgusted being bearish but if i can help just 1 bull not lose any more money then i did my part here for morality."
$aapl most important week.
$aapl i believe we will see $211 this week!
"$spy $aapl $gld 
moved to nyc in the beginning of february. really fucked up the timing here :/"
"$spy gap downs (probable monday) are great opportunities to win on both calls and puts intraday.👇

the past 4 gap downs looked like this

march 18: up right away to 50% retrace on pattern. fade back to below open after breakdown @10:50am.

march 16: up right away to 50% retrace on pattern. fade back to below open after breakdown @12:15pm

march 12: circuit breaker in first 5 minutes, down $3 to lows 3 mins later. retrace 50% of total loss on pattern. fade back below open on breakdown @ 11:00am

march 9: circuit breaker in first 5 minutes, down $4 to lows 3 mins later. retrace 50% of loss on pattern. fade back below open on breakdown at 12:16pm.

lesson: dramatic moves down in this obvious bear territory and high volatility gives the opportunity to make some nice gains on both the call and put day trade

$0.02

 $djia $qqq $aapl"
"$qqq $aapl $es_f $spy $nq_f  the anti-malaris drug is wirking: https://therightscoop.com/watch-ny-doctor-says-his-hospital-already-using-chloroquine-for-coronavirus-patients-and-have-had-zero-deaths/?fbclid=iwar14vekxma8akhxc0t2jzylmyswwr2zpoucrzr4qyg_fcmg1zegzn3xfu5s

that means hospitalization rate of 20% can now be significantly reduced by giving people pills to take at home.

watch the vid, spread the word."
$spy omg please god bless is all check and protect your mothers fathers grandfather grandmothers aunts and uncles. praying helps to! you should do this soon as possible. god bless everyone i’m praying for all $aapl $tsla $djia $msft
$aapl $spy a lot of people already had covid-19 and didn’t even know it months ago. so there’s that
$aapl like this post if you are a bear for next week
$aapl you can’t be a bull right now just the same way you couldn’t be a bear while all stocks were hitting new all time high every other day. it is better to play both sides correctly and never marry one side. good luck
"$msft $goog $nflx $tsla $aapl amazingly for every event, there is a pc group and a reality based  group.  for this virus the pc thinking is two fold:   1:the virus did not come from china (or don’t say it did).  2:  it’s not even close to being over and we are all at risk of death.  🤣😂"
"$spy $tsla $aapl $mar ual fdx rcl are my watch list for tomorrow. 

to share how drugs may work; chloroquine and hydroxychloroquine to prevent coronavirus infection

1) drugs may make cellular environment to be less acidic, preventing/slowing virus replication
2) drugs act as zn++ channel allowing zn ions to pass through cell membrane, inhibiting rna dependent rna polymerase to block virus mrna production needed for virus production."
"$spx $spy $dia $ba $aapl mms hold the market up so far, best case scenario dow going for 12-15k, if pandemic grows with current rate dow &lt; 10k"
"$aytu 

$aapl $nvda 

 better to get in before it’s too late

last week i catch out other stock  $lake &amp; made $4,600,

so for this week my pick will be $aytu.

i already got in last friday at $1.21 on $aytu. bullish
 have a look"
grim reaper mitch is getting ready to fck shorts one more time $aapl $msft $spy $uvxy $tsla
"this is how #trump admin managing  things after 20000+ cases! no idea exactly when masks will be shipped! such shame! 1.5 trillion tax payers money coming to make markets green, big money will go to big companies! ull get small amount! $spy $fb $aapl $gild"
$spy o wow i’m sick to the stomach right now turn your tvs on immediatly $tsla $aapl
$spy $qqq $aapl $msft new york cases update
$spy $aapl $tsla turn your tvs on asap this is soooo sad 😭😭😭😭
"$aapl new article : amazon, apple and microsoft ceos detail their companies’ efforts to combat coronavirus pandemic https://dashboard.stck.pro/news.php?ticker=aapl&amp;rowid=3981286 get all the latest $aapl related news here : https://dashboard.stck.pro/news.php?ticker=aapl"
next up we have the king of stocks $aapl with it’s ipad.
"$tsla $msft $nflx $aapl $amd 
&quot;cuomo says that this is going to last 4, 6, 9 months, not a short-term situation.&quot;"
$aapl grocery store shelves are almost empty of beef fish n chicken think about that at least in my area
"$msft $amd $nflx $aapl &amp; then theres my favorite testa $tsla 
&quot;new york governor cuomo says state now has 15158 covid-19 cases up 4812 since yesterday with 374 total deaths...&quot;"
$aapl you can not be a long term bull here. apples stores are going to be closed for quite sometime. you buy when they announce a vaccine or a drug to slow down the replication of the disease. bear in the near term. were heading below 200
$aapl apple can’t make anything what is their contribution?  we will accept $200 billion in cash apple
"the worst is yet to come. stop buying dips.
1. the u.s. economic outlook darkens daily, with millions facing unemployment and businesses in a steep decline. https://www.nytimes.com/2020/03/21/business/economy/coronavirus-recession.html?utm_source=knewz
2. millions will get infected in the coming weeks. monitor exponential growth in daily confirmed cases of covid-19 in the united states and worldwide at johns hopkins university coronavirus map https://coronavirus.jhu.edu/map.html
$aapl $amzn $msft $googl $shop"
"$amzn $googl $spy $fb $aapl strong fundamentals and balance sheets, imo💖"
"$tsla $spy $aapl $ndx $qqq 
https://www.fool.com/investing/2020/03/22/how-covid-19-could-bankrupt-tesla.aspx?source=iedfolrf0000001 https://www.fool.com/investing/2020/03/22/how-covid-19-could-bankrupt-tesla.aspx?source=iedfolrf0000001"
"$aapl $goog $amzn $fb $msft 

➜&quot;we need to get the money into the economy now. if we do that, we think we can stabilize the economy,&quot; - mnuchin 

💥we are right on the cusp of a deflationary bust!💥 

➜mnuchin knows this but it will take much larger stimulus to avoid the deflationary bust in the us. 

more than likely ➜ever asset will be hit, no safe heaven but the us dollar?⏳"
$spy watch spy to test 180 that will be the 2nd bottom test lows amd there sell the puts for profits and long spy june 2021 calls  good planning and hunting this weeks lows. $eros  remember after unemployment bad news next week all the pump is coming so play them.lows well and load at 180s is the play for me. $aapl 180s
$aapl i deeply regret selling my puts early on friday.
$dis $ccl $rcl $aapl 80 percent of ny projected to get coronavirus?
"$spy $aapl  $qqq  $rcl $dis biggest loses in a single day since 1926 this data shows single day us stock market s&amp;p 500 declines from 1926 through march 16, 2020"
$djia $aapl $tsla $msft will a new stimulus package turn market to green on monday? its 4x of $700bn
"$aapl $spy $tsla $roku $ual new, important message from the whitehouse coronavirus talk force!!!"
$aapl so you want a green market no it will not be green
$aapl ill buy at $150
$spy $aapl $tsla $nvda  which one will reach $180 first 🤣!!???
"$aapl $goog $fb $msft $amzn 

➜hydroxychloroquine+azithromycin made the patient worse. 

➜remdesivir still the most promising @ this point

&quot;im a cardiology fellow, ny, no pmh, fighting covid infection 4 a week. 

fevers, cough -&gt; wheezing/sob, on hydroxychloroquine+azithromycin, ➜got worse on 2nd day of it, now in micu. got iv tocilizumab, hoping to improve&quot;"
"$msft $nflx $amd $aapl and my lest fav. $tsla &quot;new york governor cuomo says state now has 15158 covid-19 cases up 4812 since yesterday with 374 total deaths..&quot;
12:20
cuomo says that this is going to last 4, 6, 9 months, not a short-term situation"
$aapl guys i do not even get 35 k per month net and i do not get any thing from canada
$aapl come to daddy... $180 and i’ll start adding u again.!!
"$aapl ny city, soon the looters will be out."
$aapl this politicians are the worst in the world
$aapl needs a good flush
"$spy $aapl $tsla ⭐️bulls now like scam artist⭐️

trying to get good novice people to buy as the market going straight down. you should be ashamed of yourselves!!!!!!"
"$aapl good news coronovirus is 100 percent cure found by france what the us president said is 100 percent true braking news france announce 100 percent cure for coronavirus 
using hydroxychloraquine 
and azithromycin 
https://techstartups.com/2020/03/18/breaking-controlled-clinical-study-conducted-doctors-%e2%80%8bin-france-shows-hydroxychloroquine-cures-100-coronavirus-patients-within-6-days-treatment-covidtrial-io/"
"$spy $aapl $tsla $nflx $msft 
⭐️it’s just a strip teaser⭐️ 2020"
$aapl check out france news what trump said in the news about the malaria drug cures patients with in 6 days
$aapl please ask anyone to try so that it can save lives
$aapl https://techstartups.com/2020/03/18/breaking-controlled-clinical-study-conducted-doctors-%e2%80%8bin-france-shows-hydroxychloroquine-cures-100-coronavirus-patients-within-6-days-treatment-covidtrial-io/
$aapl i think tomorrow every one will wake up and cure for corono virus will be announced watch
"$tsla $spy $aapl $msft $amd 

     “the world 🌎 is mine” 

🩸"
"before i post any info, i verify with real top-notch experts face to face, many of these are stanford university and berkeley professors.  i got the same or similar response from all of them, yes there is a risk but it has been greatly exaggerated. social distancing is one of the greatest weapons we have in our hands now to fight covid-19 till we have the vaccine by fall 2020 hopefully, please see the link below about the vaccine.
most importantly do not panic, panicking definitely will not help.
smallpox was much more contagious and much more deadly, smallpox killed literally hundreds of millions of people.  coronavirus is nothing compared to smallpox, we were able to defeat smallpox in 1973, and we will defeat coronavirus in 2020

https://www.yahoo.com/news/coronavirus-vaccine-autumn-105433414.html

$aapl $tsla $amzn  $spy $btc.x"
"$aapl $goog $amzn $fb $msft to get the economy going they will need to do a 3 trillion infrastructure spend on roads, bridges, electric grid, internet 5g spend"
"$spy $tsla $goog $amd $aapl every company is currently getting re-valued.  stock market pain will continue 6 months unless trump issues a 1 month shut down federally to kill the virus.  if he&#39;s not willing to do that, this re-valuing of companies will continue to go on and on, and many companies will go to $0."
"$dhr $spy $aapl $nflx 

great news from danaher, expecting it to pop 10-11%... side note $4 trillion government stimulus, virus curve splattering, businesses will reopen in next two weeks 🥳😎🤑"
$ge lifting all sell targets until we figure out what’s going on. $ba $aapl
"$spy $aapl $amzn $dhr 

danaher has a rapid test that can tell you on the spot if you have it. us government rolling it out, businesses reopening 

 $qqq"
$spy $aapl $amzn $dhr $qqq omg businesses reopening.  zomg. wow.  🙄
$spy $tsla $goog $amd $aapl regional or state shut downs in high density population areas will be all that will happen to contain the virus
"$qqq $aapl $spy $amzn $dhr  except that ny, il, nj and ca are locked down until apr.  so if you mean reopening in 2 to 3 weeks, then maybe..."
"$aapl 
woowow 
https://m.youtube.com/watch?v=_z8z4dwj3nw"
"$spy $tvix $uvxy $vxx $aapl my thoughts on next week&#39;s trading (part 2) as i stated yesterday in part 1,  i feel mon-tues could be two of the most important days in our stk mkt history. let&#39;s look at some technicals. i have for weeks now pointed to 2100 level as to where i think we are headed. i&#39;ve stated we will have massive squeezes that will allow you to buy and make money. 2100 still stands, for now. the close friday confirmed that. it refers to highs back in late&#39;15, early &#39;16. it would  represent a 40% pullback from highs which would satisfy a short term  overshoot and set up a tradable bottom. with that said, if we come in on monday and we hold friday&#39;s close, you have to respect it until it breaks. so, as i always say, have your buy list handy. where could we go if we head higher? 2400 is the resistance that needs to break. and my 2620 i&#39;ve pointed out would be in play. likely? i don&#39;t think so. so, remember, sell all rallies. i will post my potential buy stocks later tonight."
"$aapl world governments and elites are using corona virus to destroy stock market, people’s savings, and small business by putting them into debt. meanwhile they make a killing and take our freedoms in the name of safety....
conspiracy theorist: 1
sheep: 0"
$spy $aapl $spce $msft
$aapl  united states ambassador in burkina faso is reportedly tested positive for #covid19
$spy peloci is a traitor with dual loyalty. $aapl $goog $fb $tvix  https://youtu.be/fjofc7xr00g
$aapl lmao wow the dems aren&#39;t complying -- shocker
$spy $aapl $goog $fb $tvix she is the definition of scum..
"$aapl coronavirus live updates: pelosi signals a disagreement on huge relief package https://www.cnbc.com/2020/03/22/coronavirus-live-updates-feds-bullard-calls-shutdown-massive-investment-in-public-health.html?__source=iosappshare%7ccom.apple.uikit.activity.copytopasteboard

$fb $goog $amzn $tsla $aapl  

will bring down whole market down to reality as it drops to 125-140 in next 2 qs with recession in earnings"
"$spy $dis.  $aapl  $mu.  $rcl 
coronavirus live updates: nancy pelosi signals disagreement on massive relief 📦"
"(video analysis - 20 charts for the week ahead)
the market has obviously been brutal for many. what can we expect next week?
$nflx $ehth $twlo $cvx and a distressed looking $aapl all assessed in detail. 
https://www.honeystocks.com/analysis"
"$aapl china has fked the world big time. and now trying to take us place in the world by creating the false show of support to the countries like italy, spain, asian countries and african countries. china and russia are in it together. how come they planned the oil price war at the very same time the world was hit by this pandemic. the most important thing they have observed trump very closely for the last 3 years and let him do his stupidity by isolating us from most of it’s allies fueling distrust. us is the most ill prepared for fighting on three front— 1) pandemic 2) oil price war 3) growing influence of china and russia. desperate time desperate measures... calls for ww3. if we are going down it’s better we go down fighting."
"$aapl $goog $fb $msft $amzn 

after being exposed to the virus that causes covid-19, it can take as few as two and as many as 14 days for symptoms to develop. cases range from mild to critical. the average timeline from the first symptom to recovery is about 17 days, but some cases are fatal. here&#39;s what it looks like to develop covid-19, day by day.

https://youtu.be/oojqhpfg7pa"
$aapl fire that party liner pelosi
$aapl new article : apple’s siri will now take your coronavirus questions and provide advice https://dashboard.stck.pro/news.php?ticker=aapl&amp;rowid=3981995 get all the latest $aapl related news here : https://dashboard.stck.pro/news.php?ticker=aapl
"$aapl oversold, people using apple pay pay for more services now than ever, no human contact.  6 months from now you will wish to have owned aapl under 300"
$aapl
"$aapl for those who are questioning pelosi’s loyalty.... she is not against the aid she is questioning the logistics. don’t be fools to believe everything this govt is saying. all it matters is what is reaching you. 1 trillion, 2 trillion or 10 trillion i don’t give a fck if the americans are not getting their basic needs."
"$aapl my iphone 7plus is getting glitchy. guess part of the $1,000 check they’re sending will go towards upgrading to the iphone x lol. we’ll be red in the morning and green by tuesday"
"$spy $aapl $tsla $amd $ba breaking: congress to pass bill monday allowing the federal reserve to issue $4 trillion in liquidity for coronavirus relief.

$4,000,000,000,000 will be printed."
"so apparently slime wants it to crash even harder tomorrow.  great 👍🏻 good job, slime.  but make no mistake - it’s all on purpose.  so called “rancor” in d.c. with pelosi &amp; co. is nothing but a dog and pony farce staged for mass consumption of all of us dumb asses, aka “the masses.”  $spy $jpm $tsla $fb $aapl"
"$aapl $spy $tsla $roku $ual mitch mcconnell thinks he can hold the american people hostage until republicans get their way with a meaningless relief package aimed at bailouts for large corporations?  

wrong!  pelosi will create her own deal!  take that turtle man, you&#39;re just too slow!"
"$spy $aapl $dis. $mu. $rcl
us stock market needs tinker bell to wave her magic wand  so unicorn 🦄 spy market comes back. it is not happening folks 😐"
$aapl
"$spy $tsla $aapl $msft $nflx 

i am ready but are you"
$aapl flava flav on covid-19:
"$nugt $aapl $tsla $spy $tlt  but there should be a cutoff somewhere, right? what should that be?"
$aapl 4 trillion 10 trillion do you think you will see any of that money. do you think they will buy 4 trillion of apple stock do you think they will buy 1 share
$aapl f dc o a 100 trillion stop the virus ?
$aapl anyone knows any news source that is free?
$aapl does a 100 trillion put california new york illinois washington. stare oregon back to work.
"$spy $aapl $msft $tsla $spce 
just in ☠️☠️☠️☠️

https://www.google.com/amp/s/www.businessinsider.com/germany-ban-2-or-more-people-new-coronavirus-rules-2020-3%3famp"
"$aapl $goog $msft $fb $amzn 

restaurants have fallen off the clif globally!

the priority now is now to contain the damage, including spillovers otherwise the global economy is heading into a deflationary bust. 

no asset will be safe but cash in us currency?

every sector is at a standstill &amp; small businesses are about to go under with zero cash flow or operating @ only 20% - 30% of average revenue."
$aapl don’t let doom and gloom win. things will get better!!!
$aapl wait another lie 4 trillion?  no trump: ‘very close’ on $2 trillion coronavirus stimulus. there is no deal wow bulls
$aapl the debate is who gets a check. surely not any of you
"$msft mr. softee, bounce tomorrow. after 911, the nation rallied and brought markets up. $spy.  this is a world event, what better way to kill off this virus by first killing of the stupid shorters, and creating a #fomo scenario. buy the big boys, and watch the rest follow. $aapl"
$aapl $dis $ccl $rcl you know i know it this market ain’t gonna bottom until cure for virus. at least 50 percent more downside
"$spy $qqq $nvda $aapl $amzn 

lol...you know society has hit rock bottom when you&#39;re arguing with people that think they know more about this virus and how to treat it than dr fauci...basically one of the leading expert on infectious diseases in the world

keyboard warriors with their cracker jack medical degrees....smh"
$aapl limit down.  blood red monday.  more halts.  no saving this.  under $200 inevitable
"$spy $djia $tsla $fb trump is a 6x bankrupt crook trying to bail himself out with our tax dollars
 $aapl"
$aapl $amd
"$aapl $fb $pypl $msft how does the $2t economy stimulation works? some institution just gonna buy stocks?
thanks"
$spy $v $aapl $tsla monday opens 📉🆘red ends green 📈🚀 feds start pumping after market dissolves weekend’s news
"$blph $amzn $msft $tsla $aapl 
this is the news we really waited for!!!! - gamechanger
aytu is ready to take off!
the rocket launches... strap on  people
take a look you won´t regret – how i love the ceo of aytu
https://www.youtube.com/watch?v=rvkklbftosw

the article that changes a lot!!!
https://www.denverpost.com/2020/03/20/coronavirus-tests-colorado-aytu-cory-gardner/

that&#39;s why i&#39;m spreading this news now... this is really a gamechanger and everyone should benefit from it, which has certainly also made a lot of losses due to the coronavirus so far.

sen. gardner: coronavirus flipped a &#39;circuit-breaker&#39; in us economy – aytu gets big and bigger!
more and more news and headlinies coming in!
https://www.foxnews.com/media/sen-gardner-coronavirus-flipped-circuit-breaker-economy"
$dia $qqq $aapl $jd $baba we’ll make the 10 count with this fight! . gl all! stay well!
"$aapl  the real reason this has spread globally is globalisn 
 
when people are free and encouraged to travel in suck large numbers then this was bound to happen when the right virus game along.   
 
trump didn’t push for this globalization of anything he was the first leader to stop chinese travel 
 
even that was attacked  
 
name one democrat that would have shut down travel january 1 and put us under lockdown and martial law on feb1? 
 
that is all that would have stopped this. 
 
no one here would have accepted  that when we had no known cases  
 
to this day we have people that won’t even stay home a day and are partying on beaches and cramping into stores"
$aapl
$aapl https://thehill.com/homenews/senate/488593-four-senators-sold-stocks-before-coronavirus-threat-crashed-market
$aapl $100.00 eoy !!
"#gg #megacap #buy wk12 $baba, $fb, $aapl, $amzn, $v, msft, googl, wmt    #growthstocks #stocks #finance #investment http://tinyurl.com/tk8qvok"
"$aapl $msft $tsla $nflx $amd ...the most brutal stretch for global markets since the financial crisis likely isn’t over yet, say investors and analysts who believe it is too early to assess the possible scale of economic damage from the coronavirus.
in just a few weeks, u.s. stocks have lost roughly a third of their value. in recent weeks, investors have even fled assets like u.s. government bonds and gold that typically do well during times of turmoil, underscoring the extent of the panic and the shock to once-robust investor sentiment delivered by the global health emergency."
"$spy $qqq $aapl just a basic synopsis, of, history, the current nasdaq before the crash, 2000 nasdaq crash and 1929.  see any similarities.   a -90% market fall and currency devaluation, in terms of purchasing power, after all the money printing for the bailout of everyone, the bulls could actually lose more than a 100% lmao.  normalized debt levels, consumer and corporate, valuations are higher than 2000.  debt bubbles to implode.  history repeats, then, the &quot;green&quot; new deal.  hell has arrived"
"$tsla $aapl $msft $nflx $amd the worst of the global selloff isn’t here yet, banks and investors warn 
wall street is only now coming to grips with the dislocation being wrought by the coronavirus"
"$aapl $fb $goog $msft $amzn

un fu@king believable.  no disclosure.  bailout their friends.  none of us know.  nice to be an elite

&quot;per a dem source, a provision of the $500b bailout fund proposed by gop➜would allow mnuchin to delay making public for up to 6 months “names of applicable eligible businesses, states, and municipalities and the amounts of individual loans or loan guarantees” 

deflationary bust is going to happen. gov&#39;t can&#39;t get one thing done."
